contrato_id,eap_id,fornecedor_id,fornecedor_nome,tipo_servico,categoria_contratacao,eap_padrao,valor_contratado,dt_assinatura,dt_vigencia_fim,vigencia_meses,num_aditivos,aditivos_valor_total,teve_rescisao,motivo_rescisao,dt_rescisao,num_penalidades,teve_atraso,dias_atraso_total,nota_fornecedor,porte_fornecedor
CT-2025-00011,EAP-2024-00011,FORN-0295,Prime Digital ME,Engenharia - Obras,Licitação,Contratação de Serviços,1048208.33,2025-01-04,2025-07-03,6,0,0.0,False,,,0,False,0,6.7,Médio
CT-2026-00012,EAP-2025-00012,FORN-0146,Pro Tecnologia S.A.,Treinamento e Capacitação,Contratação Direta,Contratação Direta por Limite de Valor,86914.51,2026-01-11,2027-01-06,12,2,13380.39,False,,,0,False,0,10.0,Grande
CT-2025-00013,EAP-2024-00014,FORN-0007,Fast Transporte Eireli,Segurança Patrimonial,Contratação Direta,Contratação Direta Exceto Limite de Valor,22420.89,2025-01-10,2026-01-05,12,1,-2515.68,False,,,2,True,49,8.7,EPP
CT-2022-00014,EAP-2022-00015,FORN-0202,Pro Limpeza S.A.,Facilities - Limpeza,Contratação Direta,Contratação Direta Exceto Limite de Valor,28772.29,2022-08-21,2023-08-16,12,0,0.0,False,,,0,False,0,9.2,Grande
CT-2022-00015,EAP-2022-00016,FORN-0112,Leste Soluções Ltda,TI - Infraestrutura,Licitação,ARP Bens,12685013.31,2022-11-13,2023-11-08,12,0,0.0,False,,,0,True,53,10.0,EPP
CT-2022-00016,EAP-2022-00017,FORN-0260,Global Segurança S.A.,TI - Infraestrutura,Licitação,ARP Bens,49999.84,2022-11-20,2024-11-09,24,0,0.0,False,,,0,False,0,10.0,Médio
CT-2025-00017,EAP-2025-00019,FORN-0219,Norte Limpeza S.A.,Engenharia - Manutenção,Licitação,Contratação de Serviços,1206153.03,2025-10-26,2026-04-24,6,1,0.0,False,,,0,True,52,8.6,ME
CT-2022-00018,EAP-2022-00020,FORN-0177,Sigma Gestão S.A.,Engenharia - Obras,Licitação,ARP Bens,156679.79,2022-08-31,2024-08-20,24,2,0.0,False,,,0,False,0,9.4,Grande
CT-2022-00019,EAP-2022-00021,FORN-0007,Fast Transporte Eireli,Segurança Patrimonial,Licitação,ARP Bens,18383.73,2022-08-05,2025-07-20,36,2,0.0,False,,,0,False,0,8.7,EPP
CT-2025-00020,EAP-2025-00022,FORN-0004,Express Telecomunicações S.A.,Facilities - Vigilância,Licitação,Contratação de Serviços,157485.44,2025-11-18,2028-11-02,36,2,15992.68,False,,,0,False,0,6.9,EPP
CT-2023-00021,EAP-2023-00024,FORN-0029,Delta Gestão S.A.,Facilities - Limpeza,Contratação Direta,Contratação Direta por Limite de Valor,612415.83,2023-07-16,2024-07-10,12,2,102441.77,True,Interesse público superveniente,2024-01-09,1,False,0,7.6,EPP
CT-2024-00022,EAP-2023-00025,FORN-0192,Global Gestão Ltda,Engenharia - Manutenção,Licitação,ARP Bens,1602969.78,2024-01-02,2024-12-27,12,0,0.0,False,,,1,False,0,8.5,Médio
CT-2022-00023,EAP-2022-00026,FORN-0294,Delta Construções S.A.,Marketing e Comunicação,Licitação,ARP Bens,5867.38,2022-08-21,2023-08-16,12,0,0.0,False,,,0,False,0,7.7,ME
CT-2023-00024,EAP-2023-00028,FORN-0029,Delta Gestão S.A.,Facilities - Limpeza,Licitação,Contratação de Serviços,30154.38,2023-12-02,2025-11-21,24,0,0.0,False,,,0,False,0,7.6,EPP
CT-2025-00025,EAP-2025-00029,FORN-0017,Nacional Digital EPP,Segurança Patrimonial,Contratação Direta,Contratação Direta por Limite de Valor,1263478.45,2025-12-26,2027-12-16,24,0,0.0,False,,,0,True,57,9.6,Grande
CT-2024-00026,EAP-2024-00031,FORN-0222,Prime Telecomunicações EPP,Engenharia - Obras,Licitação,Contratação de Serviços,269549.16,2024-07-16,2025-07-11,12,0,0.0,False,,,0,False,0,5.8,Grande
CT-2025-00027,EAP-2024-00033,FORN-0077,Norte Infraestrutura EPP,Facilities - Limpeza,Licitação,ARP Bens,9667.23,2025-02-25,2027-02-15,24,0,0.0,False,,,0,True,47,7.3,ME
CT-2022-00028,EAP-2022-00034,FORN-0026,Ultra Transporte ME,Treinamento e Capacitação,Licitação,ARP Bens,10136.07,2022-06-06,2024-05-26,24,0,0.0,False,,,0,False,0,6.7,Grande
CT-2023-00029,EAP-2023-00035,FORN-0126,Sul Segurança Ltda,Engenharia - Manutenção,Licitação,ARP Bens,414863.32,2023-09-12,2024-09-06,12,2,-23934.93,True,Inadimplência do fornecedor,2024-05-01,1,False,0,4.7,EPP
CT-2022-00030,EAP-2022-00038,FORN-0076,Leste Logística ME,Consultoria - Gestão,Licitação,Contratação de Serviços,286254.9,2022-07-15,2023-01-11,6,2,0.0,False,,,0,False,0,5.9,Grande
CT-2025-00031,EAP-2024-00040,FORN-0146,Pro Tecnologia S.A.,TI - Infraestrutura,Licitação,Contratação de Serviços,185459.19,2025-01-23,2026-01-18,12,2,-8509.57,False,,,0,False,0,10.0,Grande
CT-2024-00032,EAP-2024-00041,FORN-0230,Inter Infraestrutura EPP,Logística - Armazenagem,Licitação,ARP Engenharia,54780.85,2024-12-11,2025-06-09,6,0,0.0,False,,,0,False,0,6.5,Grande
CT-2023-00033,EAP-2022-00042,FORN-0015,Fast Limpeza Eireli,Segurança Patrimonial,Licitação,Contratação de Serviços,60202.59,2023-04-30,2024-04-24,12,0,0.0,False,,,0,False,0,5.4,ME
CT-2023-00034,EAP-2023-00043,FORN-0032,Ultra Telecomunicações Ltda,TI - Infraestrutura,Contratação Direta,Contratação Direta por Limite de Valor,487878.67,2023-10-17,2024-10-11,12,0,0.0,False,,,0,False,0,6.4,EPP
CT-2024-00035,EAP-2024-00044,FORN-0022,Smart Gestão Ltda,Seguros,Licitação,Contratação de Serviços,122293.45,2024-04-25,2026-04-15,24,0,0.0,False,,,0,False,0,7.5,EPP
CT-2025-00036,EAP-2025-00045,FORN-0095,Pro Soluções Ltda,Treinamento e Capacitação,Licitação,ARP Engenharia,226921.24,2025-10-22,2026-04-20,6,0,0.0,False,,,1,False,0,7.1,ME
CT-2025-00037,EAP-2024-00046,FORN-0028,Smart Digital ME,Seguros,Licitação,ARP Engenharia,152539.94,2025-01-07,2026-12-28,24,2,-10414.22,False,,,0,False,0,7.3,ME
CT-2026-00038,EAP-2025-00047,FORN-0114,Fast Limpeza S.A.,Logística - Transporte,Licitação,ARP Engenharia,566809.89,2026-01-17,2027-01-12,12,0,0.0,True,Descumprimento de cláusula contratual,2026-06-03,0,False,0,9.4,Médio
CT-2024-00039,EAP-2024-00048,FORN-0295,Prime Digital ME,Engenharia - Obras,Licitação,Contratação de Serviços,58483.37,2024-12-03,2025-11-28,12,0,0.0,False,,,1,True,17,6.7,Médio
CT-2023-00040,EAP-2023-00049,FORN-0015,Fast Limpeza Eireli,Segurança Patrimonial,Contratação Direta,Contratação Direta Exceto Limite de Valor,242650.96,2023-06-05,2024-05-30,12,0,0.0,False,,,0,True,9,5.4,ME
CT-2023-00041,EAP-2023-00050,FORN-0103,Omega Engenharia EPP,TI - Infraestrutura,Contratação Direta,Contratação Direta Exceto Limite de Valor,285502.61,2023-05-26,2025-05-15,24,0,0.0,False,,,0,True,22,7.5,Médio
CT-2025-00042,EAP-2025-00051,FORN-0266,Omega Tecnologia Ltda,Engenharia - Manutenção,Licitação,ARP Engenharia,84401.79,2025-07-30,2027-01-21,18,0,0.0,False,,,2,False,0,8.9,Grande
CT-2024-00043,EAP-2024-00052,FORN-0195,Central Tecnologia Eireli,Facilities - Limpeza,Licitação,ARP Engenharia,50788.86,2024-12-17,2026-12-07,24,1,4528.07,False,,,0,False,0,7.2,EPP
CT-2025-00044,EAP-2025-00053,FORN-0235,Leste Telecomunicações S.A.,Engenharia - Manutenção,Licitação,Contratação de Serviços,108559.17,2025-07-25,2026-07-20,12,1,7832.03,False,,,0,False,0,7.7,ME
CT-2023-00045,EAP-2023-00054,FORN-0088,Prime Administração Ltda,Consultoria - Gestão,Licitação,Contratação de Serviços,530822.8,2023-11-21,2025-11-10,24,0,0.0,False,,,2,False,0,7.6,EPP
CT-2022-00046,EAP-2022-00055,FORN-0196,Sul Administração S.A.,TI - Infraestrutura,Contratação Direta,Contratação Direta Exceto Limite de Valor,257555.09,2022-07-22,2023-07-17,12,1,-24007.01,True,Falência/recuperação judicial do fornecedor,2022-10-30,2,False,0,6.4,ME
CT-2024-00047,EAP-2024-00056,FORN-0214,Beta Soluções EPP,Logística - Armazenagem,Licitação,Contratação de Serviços,73217.26,2024-09-05,2026-08-26,24,2,0.0,False,,,0,False,0,6.9,Grande
CT-2025-00048,EAP-2025-00057,FORN-0291,Beta Tecnologia ME,Treinamento e Capacitação,Contratação Direta,Contratação Direta por Limite de Valor,94866.75,2025-04-22,2027-04-12,24,1,0.0,False,,,0,False,0,5.9,EPP
CT-2025-00049,EAP-2024-00058,FORN-0198,Master Segurança Eireli,Logística - Transporte,Contratação Direta,Contratação Direta Exceto Limite de Valor,64625.59,2025-02-06,2026-02-01,12,0,0.0,False,,,0,True,14,6.8,EPP
CT-2026-00050,EAP-2025-00059,FORN-0124,Prime Construções Ltda,Engenharia - Manutenção,Licitação,ARP Engenharia,17476876.25,2026-03-18,2026-09-14,6,0,0.0,False,,,0,True,63,8.4,Grande
CT-2024-00051,EAP-2024-00060,FORN-0004,Express Telecomunicações S.A.,Facilities - Vigilância,Contratação Direta,Contratação Direta por Limite de Valor,13517.87,2024-10-02,2026-09-22,24,4,4341.95,True,Qualidade abaixo do especificado,2026-01-20,0,False,0,6.9,EPP
CT-2022-00052,EAP-2022-00061,FORN-0034,Master Sistemas EPP,TI - Infraestrutura,Licitação,Contratação de Serviços,509874.01,2022-06-11,2023-06-06,12,0,0.0,False,,,0,False,0,6.4,ME
CT-2022-00053,EAP-2022-00063,FORN-0202,Pro Limpeza S.A.,Facilities - Limpeza,Licitação,ARP Bens,195883.12,2022-08-13,2023-08-08,12,0,0.0,True,Falência/recuperação judicial do fornecedor,2022-12-30,0,False,0,9.2,Grande
CT-2025-00054,EAP-2025-00064,FORN-0170,Prime Gestão ME,Consultoria - Gestão,Contratação Direta,Contratação Direta Exceto Limite de Valor,232950.87,2025-02-23,2026-02-18,12,2,0.0,False,,,0,True,39,7.4,ME
CT-2024-00055,EAP-2024-00065,FORN-0007,Fast Transporte Eireli,Segurança Patrimonial,Contratação Direta,Contratação Direta por Limite de Valor,32999.96,2024-12-19,2025-12-14,12,0,0.0,False,,,0,False,0,8.7,EPP
CT-2022-00056,EAP-2022-00066,FORN-0054,Norte Segurança ME,Consultoria - Gestão,Contratação Direta,Contratação Direta Exceto Limite de Valor,52450.11,2022-04-25,2024-04-14,24,0,0.0,True,Qualidade abaixo do especificado,2023-05-30,0,False,0,7.5,ME
CT-2022-00057,EAP-2022-00067,FORN-0108,Omega Manutenção S.A.,Facilities - Recepção,Contratação Direta,Contratação Direta por Limite de Valor,71705.76,2022-09-29,2025-09-13,36,1,-5528.54,False,,,0,False,0,6.6,Médio
CT-2024-00058,EAP-2023-00068,FORN-0011,Brasil Manutenção ME,Engenharia - Obras,Licitação,ARP Engenharia,308050.15,2024-05-08,2025-10-30,18,0,0.0,False,,,0,False,0,6.5,Grande
CT-2025-00059,EAP-2024-00069,FORN-0150,Norte Manutenção Ltda,Treinamento e Capacitação,Licitação,ARP Engenharia,33287.55,2025-05-01,2025-10-28,6,0,0.0,False,,,0,False,0,7.8,Médio
CT-2026-00060,EAP-2025-00070,FORN-0004,Express Telecomunicações S.A.,Facilities - Vigilância,Contratação Direta,Contratação Direta Exceto Limite de Valor,283212.34,2026-01-06,2028-12-21,36,2,33264.9,False,,,1,False,0,6.9,EPP
CT-2024-00061,EAP-2024-00071,FORN-0013,Prime Infraestrutura Ltda,Logística - Transporte,Licitação,Contratação de Serviços,90678.78,2024-06-11,2025-06-06,12,2,14100.51,False,,,1,False,0,8.7,EPP
CT-2023-00062,EAP-2022-00072,FORN-0235,Leste Telecomunicações S.A.,Engenharia - Obras,Licitação,Contratação de Serviços,262983.89,2023-01-19,2024-07-12,18,0,0.0,False,,,0,False,0,7.7,ME
CT-2022-00063,EAP-2022-00074,FORN-0119,Master Segurança ME,Facilities - Recepção,Inexigibilidade,Inexigibilidade,636089.8,2022-03-17,2023-03-12,12,0,0.0,False,,,0,False,0,8.5,EPP
CT-2025-00064,EAP-2025-00075,FORN-0212,Mega Administração ME,TI - Infraestrutura,Licitação,ARP Bens,501567.23,2025-11-14,2026-11-09,12,0,0.0,False,,,0,False,0,8.3,EPP
CT-2024-00065,EAP-2024-00076,FORN-0157,Sigma Facilities EPP,Facilities - Limpeza,Licitação,ARP Bens,304631.41,2024-10-03,2025-09-28,12,0,0.0,False,,,0,False,0,8.2,EPP
CT-2024-00066,EAP-2024-00077,FORN-0025,Express Soluções Ltda,TI - Desenvolvimento,Licitação,ARP Bens,410544.22,2024-05-01,2024-10-28,6,1,0.0,False,,,1,True,59,7.6,ME
CT-2025-00067,EAP-2025-00078,FORN-0015,Fast Limpeza Eireli,Segurança Patrimonial,Licitação,ARP Engenharia,1062575.58,2025-10-13,2027-10-03,24,1,146076.71,False,,,0,False,0,5.4,ME
CT-2022-00068,EAP-2022-00080,FORN-0082,Smart Segurança Ltda,Engenharia - Manutenção,Licitação,Contratação de Serviços,2637194.48,2022-12-20,2024-06-12,18,0,0.0,False,,,0,False,0,7.8,ME
CT-2024-00069,EAP-2024-00081,FORN-0006,Smart Segurança S.A.,TI - Licenciamento,Licitação,Contratação de Serviços,434350.65,2024-09-26,2026-09-16,24,0,0.0,False,,,2,False,0,8.1,ME
CT-2022-00070,EAP-2022-00083,FORN-0271,Elite Transporte S.A.,Engenharia - Manutenção,Contratação Direta,Contratação Direta Exceto Limite de Valor,2036563.27,2022-01-31,2023-07-25,18,0,0.0,False,,,0,False,0,10.0,Médio
CT-2025-00071,EAP-2025-00084,FORN-0227,Tech Soluções Ltda,Logística - Transporte,Contratação Direta,Contratação Direta por Limite de Valor,169055.97,2025-04-19,2026-04-14,12,0,0.0,False,,,0,False,0,5.8,ME
CT-2022-00072,EAP-2022-00085,FORN-0007,Fast Transporte Eireli,Segurança Patrimonial,Licitação,ARP Engenharia,34857.27,2022-08-12,2024-08-01,24,2,0.0,False,,,1,False,0,8.7,EPP
CT-2023-00073,EAP-2023-00086,FORN-0021,Prime Sistemas Ltda,Marketing e Comunicação,Licitação,ARP Engenharia,112455.52,2023-08-02,2024-07-27,12,0,0.0,False,,,0,False,0,7.5,EPP
CT-2023-00074,EAP-2023-00087,FORN-0017,Nacional Digital EPP,Segurança Patrimonial,Licitação,ARP Bens,368688.24,2023-06-12,2024-06-06,12,0,0.0,False,,,0,False,0,9.6,Grande
CT-2025-00075,EAP-2025-00088,FORN-0037,Beta Serviços EPP,Engenharia - Manutenção,Licitação,Contratação de Serviços,158666.97,2025-04-01,2027-03-22,24,0,0.0,False,,,0,False,0,6.2,Grande
CT-2023-00076,EAP-2023-00089,FORN-0004,Express Telecomunicações S.A.,Facilities - Vigilância,Contratação Direta,Contratação Direta Exceto Limite de Valor,119159.63,2023-11-09,2025-10-29,24,0,0.0,True,Inadimplência do fornecedor,2024-05-04,2,False,0,6.9,EPP
CT-2024-00077,EAP-2024-00090,FORN-0122,Leste Telecomunicações Eireli,Consultoria - Gestão,Licitação,ARP Bens,110701.39,2024-08-01,2026-07-22,24,0,0.0,False,,,0,False,0,7.3,EPP
CT-2024-00078,EAP-2024-00091,FORN-0003,Sul Serviços ME,Consultoria - Jurídica,Licitação,Contratação de Serviços,335891.11,2024-10-10,2025-10-05,12,0,0.0,False,,,0,False,0,7.5,Médio
CT-2025-00079,EAP-2024-00093,FORN-0006,Smart Segurança S.A.,TI - Desenvolvimento,Licitação,Contratação de Serviços,204747.9,2025-04-23,2026-04-18,12,0,0.0,False,,,0,True,14,8.1,ME
CT-2023-00080,EAP-2022-00094,FORN-0071,Smart Limpeza Ltda,Logística - Transporte,Licitação,ARP Bens,899005.02,2023-02-21,2024-02-16,12,0,0.0,False,,,0,False,0,7.8,Grande
CT-2025-00081,EAP-2025-00095,FORN-0155,Sigma Limpeza Ltda,TI - Infraestrutura,Licitação,ARP Bens,682733.82,2025-04-11,2026-04-06,12,0,0.0,False,,,0,False,0,5.1,EPP
CT-2024-00082,EAP-2024-00096,FORN-0227,Tech Soluções Ltda,TI - Infraestrutura,Licitação,Contratação de Serviços,1426780.27,2024-11-19,2025-05-18,6,0,0.0,False,,,0,False,0,5.8,ME
CT-2025-00083,EAP-2024-00100,FORN-0018,Top Gestão EPP,TI - Licenciamento,Contratação Direta,Contratação Direta Exceto Limite de Valor,155943.66,2025-01-09,2026-12-30,24,1,0.0,False,,,0,False,0,7.8,Médio
CT-2023-00084,EAP-2023-00102,FORN-0031,Norte Logística Eireli,TI - Infraestrutura,Licitação,ARP Engenharia,61711.38,2023-12-20,2024-12-14,12,0,0.0,False,,,0,False,0,7.9,Grande
CT-2022-00085,EAP-2022-00103,FORN-0007,Fast Transporte Eireli,Segurança Patrimonial,Licitação,Contratação de Serviços,26546.75,2022-10-26,2023-10-21,12,0,0.0,False,,,0,False,0,8.7,EPP
CT-2026-00086,EAP-2025-00104,FORN-0006,Smart Segurança S.A.,TI - Licenciamento,Licitação,ARP Bens,155845.63,2026-02-01,2027-01-27,12,0,0.0,False,,,0,False,0,8.1,ME
CT-2024-00087,EAP-2023-00106,FORN-0047,Super Construções S.A.,Consultoria - Jurídica,Licitação,Contratação de Serviços,39984.42,2024-03-05,2026-02-23,24,0,0.0,False,,,0,False,0,6.3,Grande
CT-2025-00088,EAP-2025-00107,FORN-0222,Prime Telecomunicações EPP,Engenharia - Obras,Contratação Direta,Contratação Direta Exceto Limite de Valor,39367.54,2025-03-17,2026-09-08,18,1,0.0,False,,,0,False,0,5.8,Grande
CT-2022-00089,EAP-2022-00109,FORN-0157,Sigma Facilities EPP,TI - Infraestrutura,Licitação,ARP Bens,295439.41,2022-04-10,2022-10-07,6,0,0.0,False,,,0,False,0,8.2,EPP
CT-2025-00090,EAP-2024-00110,FORN-0015,Fast Limpeza Eireli,Engenharia - Obras,Licitação,Contratação de Serviços,64194.87,2025-03-09,2026-03-04,12,2,-2943.86,False,,,1,True,82,5.4,ME
CT-2023-00091,EAP-2023-00111,FORN-0069,Sol Construções S.A.,Facilities - Limpeza,Licitação,Contratação de Serviços,49072.2,2023-07-18,2026-07-02,36,1,0.0,False,,,0,False,0,6.5,ME
CT-2022-00092,EAP-2022-00113,FORN-0004,Express Telecomunicações S.A.,Facilities - Vigilância,Licitação,ARP Engenharia,146758.49,2022-12-30,2025-12-14,36,0,0.0,True,Interesse público superveniente,2023-10-19,1,False,0,6.9,EPP
CT-2022-00093,EAP-2022-00114,FORN-0106,Elite Facilities S.A.,Logística - Transporte,Licitação,Contratação de Serviços,21976.52,2022-10-30,2024-10-19,24,0,0.0,False,,,0,False,0,6.2,ME
CT-2023-00094,EAP-2022-00115,FORN-0297,Alpha Transporte Eireli,TI - Infraestrutura,Licitação,ARP Engenharia,67193.03,2023-02-25,2024-02-20,12,0,0.0,False,,,0,True,35,9.7,EPP
CT-2025-00095,EAP-2025-00116,FORN-0110,Super Serviços EPP,Logística - Armazenagem,Licitação,Contratação de Serviços,36035.28,2025-07-31,2026-07-26,12,2,0.0,False,,,0,True,58,8.2,EPP
CT-2025-00096,EAP-2025-00117,FORN-0244,Fast Telecomunicações Eireli,Facilities - Limpeza,Licitação,Contratação de Serviços,28101.34,2025-04-05,2027-03-26,24,0,0.0,False,,,0,False,0,8.2,Grande
CT-2025-00097,EAP-2025-00118,FORN-0058,Oeste Consultoria S.A.,Engenharia - Obras,Contratação Direta,Contratação Direta por Limite de Valor,1748914.47,2025-11-21,2027-05-15,18,0,0.0,False,,,0,False,0,5.6,Médio
CT-2022-00098,EAP-2022-00119,FORN-0173,Tech Logística Eireli,Engenharia - Obras,Licitação,Contratação de Serviços,1436854.22,2022-10-27,2024-04-19,18,1,0.0,False,,,0,True,44,7.0,EPP
CT-2022-00099,EAP-2022-00120,FORN-0003,Sul Serviços ME,TI - Licenciamento,Licitação,ARP Bens,419988.27,2022-10-14,2023-10-09,12,0,0.0,False,,,1,False,0,7.5,Médio
CT-2025-00100,EAP-2025-00123,FORN-0087,Master Sistemas S.A.,Consultoria - Gestão,Licitação,Contratação de Serviços,139420.08,2025-07-12,2026-01-08,6,0,0.0,True,Falência/recuperação judicial do fornecedor,2025-09-08,0,False,0,9.8,EPP
CT-2023-00101,EAP-2023-00124,FORN-0063,Elite Limpeza S.A.,TI - Desenvolvimento,Inexigibilidade,Inexigibilidade,181231.1,2023-03-22,2023-09-18,6,2,-17602.24,False,,,1,False,0,9.3,EPP
CT-2023-00102,EAP-2023-00129,FORN-0260,Global Segurança S.A.,TI - Infraestrutura,Contratação Direta,Contratação Direta Exceto Limite de Valor,1498242.34,2023-10-18,2025-10-07,24,0,0.0,False,,,0,True,65,10.0,Médio
CT-2023-00103,EAP-2023-00130,FORN-0043,Ultra Manutenção Eireli,Consultoria - Jurídica,Contratação Direta,Contratação Direta por Limite de Valor,128335.8,2023-03-18,2024-03-12,12,0,0.0,False,,,0,False,0,6.9,EPP
CT-2025-00104,EAP-2025-00131,FORN-0003,Sul Serviços ME,Consultoria - Jurídica,Licitação,ARP Engenharia,248769.59,2025-05-11,2026-05-06,12,3,7235.64,False,,,0,True,24,7.5,Médio
CT-2023-00105,EAP-2023-00133,FORN-0005,Sul Construções ME,Facilities - Vigilância,Inexigibilidade,Inexigibilidade,89221.95,2023-10-18,2024-10-12,12,1,0.0,False,,,0,False,0,5.8,ME
CT-2024-00106,EAP-2024-00134,FORN-0197,Max Limpeza EPP,Facilities - Recepção,Licitação,ARP Engenharia,13046.86,2024-07-20,2026-07-10,24,1,0.0,False,,,0,True,40,10.0,Médio
CT-2025-00107,EAP-2025-00135,FORN-0035,Net Segurança Eireli,Consultoria - Gestão,Contratação Direta,Contratação Direta Exceto Limite de Valor,238620.75,2025-05-03,2026-04-28,12,0,0.0,False,,,0,False,0,6.1,ME
CT-2024-00108,EAP-2024-00137,FORN-0260,Global Segurança S.A.,Logística - Transporte,Contratação Direta,Contratação Direta Exceto Limite de Valor,14613.34,2024-02-26,2024-08-24,6,2,2049.32,False,,,0,False,0,10.0,Médio
CT-2024-00109,EAP-2024-00138,FORN-0181,Pro Administração S.A.,Facilities - Limpeza,Licitação,Contratação de Serviços,37971.44,2024-03-08,2027-02-21,36,1,-3505.83,False,,,0,False,0,7.3,ME
CT-2022-00110,EAP-2022-00139,FORN-0043,Ultra Manutenção Eireli,Consultoria - Jurídica,Licitação,Contratação de Serviços,962390.73,2022-10-01,2023-09-26,12,0,0.0,False,,,2,False,0,6.9,EPP
CT-2022-00111,EAP-2022-00140,FORN-0291,Beta Tecnologia ME,TI - Infraestrutura,Licitação,Contratação de Serviços,107696.2,2022-06-12,2024-06-01,24,1,-12878.68,True,Falência/recuperação judicial do fornecedor,2023-03-11,1,True,8,5.9,EPP
CT-2026-00112,EAP-2025-00141,FORN-0022,Smart Gestão Ltda,Seguros,Licitação,Contratação de Serviços,535682.13,2026-04-15,2028-04-04,24,0,0.0,False,,,1,False,0,7.5,EPP
CT-2025-00113,EAP-2024-00142,FORN-0003,Sul Serviços ME,TI - Licenciamento,Licitação,ARP Bens,157838.7,2025-01-25,2027-01-15,24,3,49812.07,False,,,1,False,0,7.5,Médio
CT-2025-00114,EAP-2025-00144,FORN-0254,Leste Sistemas EPP,TI - Infraestrutura,Licitação,ARP Engenharia,294776.77,2025-07-16,2027-07-06,24,2,0.0,False,,,0,False,0,6.9,ME
CT-2022-00115,EAP-2022-00146,FORN-0005,Sul Construções ME,Facilities - Vigilância,Licitação,Contratação de Serviços,47088.61,2022-09-04,2024-08-24,24,1,-6610.19,False,,,2,True,68,5.8,ME
CT-2024-00116,EAP-2024-00147,FORN-0243,Alpha Infraestrutura EPP,Engenharia - Obras,Licitação,ARP Engenharia,811511.21,2024-07-29,2026-07-19,24,0,0.0,False,,,0,True,63,9.1,Grande
CT-2025-00117,EAP-2025-00148,FORN-0028,Smart Digital ME,Facilities - Recepção,Contratação Direta,Contratação Direta por Limite de Valor,137082.0,2025-07-30,2027-07-20,24,2,-19575.56,False,,,0,False,0,7.3,ME
CT-2023-00118,EAP-2023-00149,FORN-0006,Smart Segurança S.A.,TI - Licenciamento,Licitação,Contratação de Serviços,116866.92,2023-10-19,2024-10-13,12,1,-7207.11,False,,,0,True,67,8.1,ME
CT-2024-00119,EAP-2024-00150,FORN-0058,Oeste Consultoria S.A.,Engenharia - Obras,Licitação,ARP Bens,619371.37,2024-08-06,2026-01-28,18,0,0.0,False,,,0,False,0,5.6,Médio
CT-2026-00120,EAP-2025-00151,FORN-0272,Norte Facilities Ltda,TI - Infraestrutura,Licitação,Contratação de Serviços,2959890.07,2026-01-03,2026-12-29,12,2,0.0,True,Inadimplência do fornecedor,2026-10-08,2,False,0,9.1,ME
