eap_id,fornecedor_id,valor_proposta,classificacao,vencedor,situacao
EAP-2022-00008,FORN-0208,1090061.05,5,False,Habilitado
EAP-2022-00008,FORN-0106,1048925.75,6,False,Habilitado
EAP-2022-00008,FORN-0098,1097443.33,7,False,Habilitado
EAP-2023-00009,FORN-0027,17414.05,1,True,Inabilitado
EAP-2023-00009,FORN-0203,19329.49,2,False,Habilitado
EAP-2023-00009,FORN-0294,21412.88,3,False,Habilitado
EAP-2023-00009,FORN-0135,19971.14,4,False,Habilitado
EAP-2023-00009,FORN-0259,21197.45,5,False,Habilitado
EAP-2023-00009,FORN-0041,17500.4,6,False,Habilitado
EAP-2024-00010,FORN-0273,26058.7,1,True,Habilitado
EAP-2024-00010,FORN-0046,31636.91,2,False,Inabilitado
EAP-2024-00010,FORN-0210,32339.17,3,False,Habilitado
EAP-2024-00010,FORN-0232,24140.73,4,False,Habilitado
EAP-2024-00010,FORN-0014,26030.33,5,False,Habilitado
EAP-2024-00011,FORN-0295,1129111.18,1,True,Habilitado
EAP-2024-00011,FORN-0054,986482.07,2,False,Habilitado
EAP-2024-00011,FORN-0200,1123600.69,3,False,Habilitado
EAP-2024-00011,FORN-0056,1232436.91,4,False,Habilitado
EAP-2024-00011,FORN-0087,909561.4,5,False,Habilitado
EAP-2024-00011,FORN-0180,941645.66,6,False,Habilitado
EAP-2024-00011,FORN-0293,979962.3,7,False,Habilitado
EAP-2025-00012,FORN-0146,71731.79,1,True,Habilitado
EAP-2025-00012,FORN-0100,66570.06,2,False,Habilitado
EAP-2023-00013,,10086.06,1,False,Habilitado
EAP-2023-00013,FORN-0111,9029.1,2,False,Habilitado
EAP-2023-00013,FORN-0244,11725.74,3,False,Habilitado
EAP-2023-00013,FORN-0215,10301.85,4,False,Habilitado
EAP-2023-00013,FORN-0247,8675.27,5,False,Habilitado
EAP-2023-00013,FORN-0106,10209.76,6,False,Habilitado
EAP-2023-00013,FORN-0141,10277.98,7,False,Habilitado
EAP-2023-00013,FORN-0274,9570.52,8,False,Habilitado
EAP-2023-00013,FORN-0052,9837.25,9,False,Habilitado
EAP-2024-00014,FORN-0007,23007.22,1,True,Habilitado
EAP-2022-00015,FORN-0202,22477.24,1,True,Habilitado
EAP-2022-00015,FORN-0279,29116.01,2,False,Habilitado
EAP-2022-00016,FORN-0112,15554558.9,1,True,Habilitado
EAP-2022-00016,FORN-0297,16139793.25,2,False,Habilitado
EAP-2022-00016,FORN-0043,19347420.49,3,False,Inabilitado
EAP-2022-00016,FORN-0013,18324365.04,4,False,Habilitado
EAP-2022-00017,FORN-0260,37423.64,1,True,Habilitado
EAP-2022-00017,FORN-0078,48816.6,2,False,Habilitado
EAP-2022-00017,FORN-0272,41914.6,3,False,Habilitado
EAP-2022-00017,FORN-0288,45125.82,4,False,Habilitado
EAP-2022-00018,,80779.42,1,False,Inabilitado
EAP-2025-00019,FORN-0219,1337248.21,1,True,Inabilitado
EAP-2025-00019,FORN-0021,1259480.31,2,False,Inabilitado
EAP-2025-00019,FORN-0127,1651070.09,3,False,Habilitado
EAP-2025-00019,FORN-0150,1195863.03,4,False,Habilitado
EAP-2025-00019,FORN-0074,1345052.19,5,False,Habilitado
EAP-2025-00019,FORN-0063,1385990.33,6,False,Habilitado
EAP-2025-00019,FORN-0103,1356192.74,7,False,Habilitado
EAP-2025-00019,FORN-0133,1177446.21,8,False,Habilitado
EAP-2025-00019,FORN-0257,1247173.96,9,False,Habilitado
EAP-2022-00020,FORN-0177,162700.31,1,True,Habilitado
EAP-2022-00020,FORN-0290,201846.49,2,False,Habilitado
EAP-2022-00020,FORN-0050,194203.76,3,False,Habilitado
EAP-2022-00020,FORN-0249,184332.15,4,False,Habilitado
EAP-2022-00020,FORN-0052,214039.93,5,False,Habilitado
EAP-2022-00020,FORN-0106,199181.63,6,False,Habilitado
EAP-2022-00020,FORN-0279,206422.65,7,False,Habilitado
EAP-2022-00020,FORN-0196,147856.8,8,False,Habilitado
EAP-2022-00020,FORN-0031,161812.59,9,False,Habilitado
EAP-2022-00021,FORN-0007,17228.61,1,True,Inabilitado
EAP-2022-00021,FORN-0159,16591.21,2,False,Habilitado
EAP-2022-00021,FORN-0009,17109.77,3,False,Habilitado
EAP-2022-00021,FORN-0070,18732.2,4,False,Habilitado
EAP-2022-00021,FORN-0156,18402.76,5,False,Habilitado
EAP-2022-00021,FORN-0238,16196.9,6,False,Habilitado
EAP-2022-00021,FORN-0003,20705.4,7,False,Habilitado
EAP-2022-00021,FORN-0083,18986.04,8,False,Inabilitado
EAP-2025-00022,FORN-0004,157790.91,1,True,Habilitado
EAP-2025-00022,FORN-0163,188329.5,2,False,Habilitado
EAP-2025-00023,,3320212.79,1,False,Inabilitado
EAP-2025-00023,FORN-0110,3869701.91,2,False,Habilitado
EAP-2023-00024,FORN-0029,488597.98,1,True,Habilitado
EAP-2023-00024,FORN-0189,525229.35,2,False,Habilitado
EAP-2023-00025,FORN-0192,1829658.12,1,True,Habilitado
EAP-2023-00025,FORN-0097,2133303.57,2,False,Inabilitado
EAP-2023-00025,FORN-0037,1596979.39,3,False,Habilitado
EAP-2023-00025,FORN-0123,2171676.88,4,False,Habilitado
EAP-2022-00026,FORN-0294,5133.84,1,True,Habilitado
EAP-2022-00026,FORN-0057,6526.04,2,False,Habilitado
EAP-2022-00026,FORN-0195,6597.76,3,False,Habilitado
EAP-2022-00026,FORN-0063,6622.83,4,False,Habilitado
EAP-2022-00026,FORN-0296,6350.16,5,False,Habilitado
EAP-2022-00026,FORN-0147,5262.53,6,False,Habilitado
EAP-2024-00027,,89975.06,1,False,Inabilitado
EAP-2023-00028,FORN-0029,24634.9,1,True,Habilitado
EAP-2023-00028,FORN-0170,35929.19,2,False,Habilitado
EAP-2023-00028,FORN-0027,27597.23,3,False,Inabilitado
EAP-2025-00029,FORN-0017,937197.84,1,True,Habilitado
EAP-2025-00029,FORN-0199,1391282.18,2,False,Habilitado
EAP-2023-00030,,995684.49,1,False,Habilitado
EAP-2024-00031,FORN-0222,264303.15,1,True,Habilitado
EAP-2024-00031,FORN-0090,309127.26,2,False,Habilitado
EAP-2024-00031,FORN-0255,290189.4,3,False,Habilitado
EAP-2024-00031,FORN-0160,322542.52,4,False,Habilitado
EAP-2024-00031,FORN-0039,256180.38,5,False,Habilitado
EAP-2024-00031,FORN-0002,230788.89,6,False,Habilitado
EAP-2024-00031,FORN-0072,246589.24,7,False,Habilitado
EAP-2024-00031,FORN-0187,231948.71,8,False,Habilitado
EAP-2022-00032,,40587.13,1,False,Habilitado
EAP-2024-00033,FORN-0077,11702.73,1,True,Habilitado
EAP-2024-00033,FORN-0260,11577.67,2,False,Habilitado
EAP-2024-00033,FORN-0292,10741.23,3,False,Habilitado
EAP-2024-00033,FORN-0114,13269.35,4,False,Habilitado
EAP-2024-00033,FORN-0030,11994.61,5,False,Habilitado
EAP-2024-00033,FORN-0016,13372.47,6,False,Habilitado
EAP-2022-00034,FORN-0026,10339.47,1,True,Habilitado
EAP-2022-00034,FORN-0107,11839.2,2,False,Habilitado
EAP-2022-00034,FORN-0188,10899.37,3,False,Habilitado
EAP-2022-00034,FORN-0187,10167.53,4,False,Habilitado
EAP-2022-00034,FORN-0259,9353.8,5,False,Habilitado
EAP-2022-00034,FORN-0152,11857.23,6,False,Habilitado
EAP-2022-00034,FORN-0075,10333.49,7,False,Habilitado
EAP-2022-00034,FORN-0095,12065.0,8,False,Habilitado
EAP-2023-00035,FORN-0126,511537.88,1,True,Habilitado
EAP-2023-00035,FORN-0005,485663.77,2,False,Habilitado
EAP-2023-00035,FORN-0244,581322.55,3,False,Habilitado
EAP-2023-00035,FORN-0012,515713.78,4,False,Inabilitado
EAP-2023-00035,FORN-0022,555750.79,5,False,Habilitado
EAP-2023-00035,FORN-0043,505350.01,6,False,Habilitado
EAP-2023-00035,FORN-0151,603279.27,7,False,Habilitado
EAP-2023-00035,FORN-0141,489544.65,8,False,Habilitado
EAP-2023-00035,FORN-0057,431170.27,9,False,Habilitado
EAP-2023-00035,FORN-0114,578016.99,10,False,Habilitado
EAP-2022-00036,,108332.48,1,False,Habilitado
EAP-2022-00036,FORN-0002,84791.71,2,False,Habilitado
EAP-2022-00036,FORN-0211,98940.8,3,False,Habilitado
EAP-2022-00036,FORN-0210,105436.17,4,False,Habilitado
EAP-2022-00036,FORN-0278,95390.58,5,False,Habilitado
EAP-2022-00036,FORN-0031,114033.04,6,False,Habilitado
EAP-2022-00036,FORN-0140,115321.27,7,False,Habilitado
EAP-2022-00036,FORN-0052,112530.96,8,False,Habilitado
EAP-2022-00036,FORN-0249,99911.8,9,False,Habilitado
EAP-2022-00036,FORN-0070,97025.48,10,False,Habilitado
EAP-2022-00036,FORN-0275,101938.45,11,False,Habilitado
EAP-2025-00037,,183824.56,1,False,Habilitado
EAP-2025-00037,FORN-0080,154913.55,2,False,Habilitado
EAP-2022-00038,FORN-0076,351686.26,1,True,Habilitado
EAP-2022-00038,FORN-0168,423180.39,2,False,Inabilitado
EAP-2022-00038,FORN-0080,361373.12,3,False,Habilitado
EAP-2022-00038,FORN-0270,302493.03,4,False,Habilitado
EAP-2025-00039,,54317.82,1,False,Habilitado
EAP-2025-00039,FORN-0140,49906.62,2,False,Habilitado
EAP-2025-00039,FORN-0048,68803.76,3,False,Habilitado
EAP-2025-00039,FORN-0020,50222.06,4,False,Habilitado
EAP-2025-00039,FORN-0284,48981.44,5,False,Habilitado
EAP-2024-00040,FORN-0146,180177.52,1,True,Inabilitado
EAP-2024-00040,FORN-0127,167653.31,2,False,Inabilitado
EAP-2024-00040,FORN-0178,210861.82,3,False,Inabilitado
EAP-2024-00040,FORN-0016,228707.32,4,False,Habilitado
EAP-2024-00040,FORN-0161,181729.91,5,False,Habilitado
EAP-2024-00040,FORN-0100,233119.23,6,False,Habilitado
EAP-2024-00040,FORN-0164,211776.85,7,False,Inabilitado
EAP-2024-00041,FORN-0230,44833.64,1,True,Habilitado
EAP-2024-00041,FORN-0224,59054.49,2,False,Habilitado
EAP-2024-00041,FORN-0149,46942.76,3,False,Habilitado
EAP-2024-00041,FORN-0061,52806.53,4,False,Habilitado
EAP-2024-00041,FORN-0185,45739.37,5,False,Habilitado
EAP-2024-00041,FORN-0251,54756.54,6,False,Inabilitado
EAP-2022-00042,FORN-0015,68671.66,1,True,Habilitado
EAP-2022-00042,FORN-0038,75180.18,2,False,Habilitado
EAP-2022-00042,FORN-0013,61983.84,3,False,Inabilitado
EAP-2022-00042,FORN-0154,61557.67,4,False,Inabilitado
EAP-2023-00043,FORN-0032,460734.53,1,True,Habilitado
EAP-2024-00044,FORN-0022,109106.8,1,True,Habilitado
EAP-2024-00044,FORN-0065,100699.6,2,False,Habilitado
EAP-2024-00044,FORN-0262,124049.32,3,False,Habilitado
EAP-2025-00045,FORN-0095,214476.37,1,True,Habilitado
EAP-2025-00045,FORN-0241,243950.62,2,False,Inabilitado
EAP-2025-00045,FORN-0285,213703.13,3,False,Habilitado
EAP-2025-00045,FORN-0210,247961.96,4,False,Habilitado
EAP-2025-00045,FORN-0233,212379.3,5,False,Habilitado
EAP-2025-00045,FORN-0066,233838.07,6,False,Habilitado
EAP-2025-00045,FORN-0282,243448.14,7,False,Inabilitado
EAP-2025-00045,FORN-0019,243042.49,8,False,Habilitado
EAP-2025-00045,FORN-0090,208786.24,9,False,Inabilitado
EAP-2025-00045,FORN-0044,227557.36,10,False,Habilitado
EAP-2025-00045,FORN-0262,231173.91,11,False,Habilitado
EAP-2024-00046,FORN-0028,124056.01,1,True,Habilitado
EAP-2024-00046,FORN-0300,123100.63,2,False,Habilitado
EAP-2024-00046,FORN-0060,128313.36,3,False,Habilitado
EAP-2024-00046,FORN-0075,124610.62,4,False,Habilitado
EAP-2024-00046,FORN-0050,139722.52,5,False,Habilitado
EAP-2025-00047,FORN-0114,454830.76,1,True,Habilitado
EAP-2025-00047,FORN-0207,612910.23,2,False,Habilitado
EAP-2024-00048,FORN-0295,57156.89,1,True,Habilitado
EAP-2024-00048,FORN-0283,63687.55,2,False,Habilitado
EAP-2024-00048,FORN-0166,75586.44,3,False,Habilitado
EAP-2024-00048,FORN-0177,71458.81,4,False,Habilitado
EAP-2024-00048,FORN-0253,85797.23,5,False,Habilitado
EAP-2024-00048,FORN-0191,79469.45,6,False,Habilitado
EAP-2024-00048,FORN-0293,66019.77,7,False,Habilitado
EAP-2023-00049,FORN-0015,215240.98,1,True,Habilitado
EAP-2023-00050,FORN-0103,249234.11,1,True,Habilitado
EAP-2025-00051,FORN-0266,99061.5,1,True,Habilitado
EAP-2025-00051,FORN-0079,86813.92,2,False,Habilitado
EAP-2025-00051,FORN-0267,93309.84,3,False,Habilitado
EAP-2025-00051,FORN-0279,89447.27,4,False,Habilitado
EAP-2025-00051,FORN-0220,102445.82,5,False,Habilitado
EAP-2025-00051,FORN-0008,107402.76,6,False,Habilitado
EAP-2025-00051,FORN-0194,95693.24,7,False,Habilitado
EAP-2024-00052,FORN-0195,55696.27,1,True,Habilitado
EAP-2024-00052,FORN-0043,52693.76,2,False,Habilitado
EAP-2024-00052,FORN-0205,55813.77,3,False,Habilitado
EAP-2025-00053,FORN-0235,122317.56,1,True,Habilitado
EAP-2025-00053,FORN-0215,157733.17,2,False,Habilitado
EAP-2025-00053,FORN-0287,131892.78,3,False,Habilitado
EAP-2025-00053,FORN-0036,161926.66,4,False,Habilitado
EAP-2025-00053,FORN-0154,154678.92,5,False,Habilitado
EAP-2025-00053,FORN-0283,116410.32,6,False,Habilitado
EAP-2025-00053,FORN-0030,158788.59,7,False,Habilitado
EAP-2023-00054,FORN-0088,515938.87,1,True,Habilitado
EAP-2023-00054,FORN-0152,533554.06,2,False,Habilitado
EAP-2023-00054,FORN-0138,572824.51,3,False,Habilitado
EAP-2023-00054,FORN-0155,539768.65,4,False,Habilitado
EAP-2023-00054,FORN-0236,669861.21,5,False,Habilitado
EAP-2023-00054,FORN-0256,627537.18,6,False,Habilitado
EAP-2023-00054,FORN-0093,634160.39,7,False,Habilitado
EAP-2023-00054,FORN-0166,668503.36,8,False,Habilitado
EAP-2022-00055,FORN-0196,221260.32,1,True,Habilitado
EAP-2022-00055,FORN-0003,294369.54,2,False,Habilitado
EAP-2024-00056,FORN-0214,80316.47,1,True,Habilitado
EAP-2024-00056,FORN-0065,89628.93,2,False,Habilitado
EAP-2024-00056,FORN-0158,83986.4,3,False,Habilitado
EAP-2024-00056,FORN-0057,85036.82,4,False,Habilitado
EAP-2024-00056,FORN-0170,102873.64,5,False,Habilitado
EAP-2024-00056,FORN-0176,70556.68,6,False,Habilitado
EAP-2024-00056,FORN-0127,75481.84,7,False,Habilitado
EAP-2024-00056,FORN-0204,81642.49,8,False,Habilitado
EAP-2024-00056,FORN-0056,100079.34,9,False,Habilitado
EAP-2025-00057,FORN-0291,99295.4,1,True,Habilitado
EAP-2024-00058,FORN-0198,52649.16,1,True,Habilitado
EAP-2024-00058,FORN-0189,58925.73,2,False,Habilitado
EAP-2025-00059,FORN-0124,17253057.98,1,True,Habilitado
EAP-2025-00059,FORN-0114,15842587.96,2,False,Inabilitado
EAP-2025-00059,FORN-0074,16687568.26,3,False,Habilitado
EAP-2025-00059,FORN-0174,14086600.49,4,False,Habilitado
EAP-2025-00059,FORN-0150,17280294.83,5,False,Habilitado
EAP-2024-00060,FORN-0004,13684.0,1,True,Habilitado
EAP-2022-00061,FORN-0034,505086.85,1,True,Inabilitado
EAP-2022-00061,FORN-0024,675656.0,2,False,Habilitado
EAP-2022-00061,FORN-0144,556336.15,3,False,Habilitado
EAP-2022-00061,FORN-0011,625882.67,4,False,Habilitado
EAP-2024-00062,,664406.96,1,False,Inabilitado
EAP-2024-00062,FORN-0227,724699.46,2,False,Habilitado
EAP-2024-00062,FORN-0081,810208.67,3,False,Habilitado
EAP-2024-00062,FORN-0051,815688.27,4,False,Habilitado
EAP-2024-00062,FORN-0249,605204.41,5,False,Habilitado
EAP-2024-00062,FORN-0152,837746.56,6,False,Habilitado
EAP-2022-00063,FORN-0202,192240.92,1,True,Inabilitado
EAP-2022-00063,FORN-0062,191376.87,2,False,Habilitado
EAP-2022-00063,FORN-0184,240970.82,3,False,Habilitado
EAP-2022-00063,FORN-0124,225082.52,4,False,Inabilitado
EAP-2022-00063,FORN-0208,214775.07,5,False,Habilitado
EAP-2022-00063,FORN-0196,239381.27,6,False,Habilitado
EAP-2022-00063,FORN-0108,190132.66,7,False,Inabilitado
EAP-2022-00063,FORN-0244,220702.54,8,False,Habilitado
EAP-2025-00064,FORN-0170,222223.47,1,True,Habilitado
EAP-2024-00065,FORN-0007,33132.88,1,True,Habilitado
EAP-2024-00065,FORN-0024,37000.72,2,False,Habilitado
EAP-2022-00066,FORN-0054,41029.87,1,True,Habilitado
EAP-2022-00067,FORN-0108,59078.43,1,True,Habilitado
EAP-2022-00067,FORN-0024,76397.05,2,False,Habilitado
EAP-2023-00068,FORN-0011,335063.47,1,True,Habilitado
EAP-2023-00068,FORN-0055,407486.89,2,False,Habilitado
EAP-2023-00068,FORN-0296,403671.05,3,False,Habilitado
EAP-2023-00068,FORN-0123,335171.3,4,False,Habilitado
EAP-2023-00068,FORN-0125,379367.93,5,False,Habilitado
EAP-2024-00069,FORN-0150,30440.34,1,True,Habilitado
EAP-2024-00069,FORN-0030,34207.55,2,False,Habilitado
EAP-2024-00069,FORN-0012,40322.2,3,False,Habilitado
EAP-2024-00069,FORN-0095,37546.86,4,False,Habilitado
EAP-2024-00069,FORN-0298,40619.97,5,False,Habilitado
EAP-2025-00070,FORN-0004,260962.73,1,True,Habilitado
EAP-2024-00071,FORN-0013,111876.38,1,True,Habilitado
EAP-2024-00071,FORN-0264,114192.45,2,False,Habilitado
EAP-2024-00071,FORN-0189,99927.02,3,False,Habilitado
EAP-2024-00071,FORN-0182,123200.93,4,False,Inabilitado
EAP-2024-00071,FORN-0159,116003.55,5,False,Habilitado
EAP-2024-00071,FORN-0002,121432.83,6,False,Habilitado
EAP-2022-00072,FORN-0235,208090.75,1,True,Habilitado
EAP-2022-00072,FORN-0112,221057.58,2,False,Habilitado
EAP-2025-00073,,1249903.32,1,False,Habilitado
EAP-2022-00074,FORN-0119,613004.15,1,True,Habilitado
EAP-2025-00075,FORN-0212,649809.24,1,True,Habilitado
EAP-2025-00075,FORN-0039,759879.98,2,False,Habilitado
EAP-2025-00075,FORN-0146,715454.19,3,False,Habilitado
EAP-2025-00075,FORN-0170,751548.99,4,False,Habilitado
EAP-2025-00075,FORN-0193,588235.54,5,False,Habilitado
EAP-2025-00075,FORN-0149,520293.47,6,False,Habilitado
EAP-2024-00076,FORN-0157,258042.2,1,True,Inabilitado
EAP-2024-00076,FORN-0101,335106.62,2,False,Habilitado
EAP-2024-00076,FORN-0054,367065.03,3,False,Habilitado
EAP-2024-00076,FORN-0042,368948.0,4,False,Habilitado
EAP-2024-00076,FORN-0232,358779.77,5,False,Habilitado
EAP-2024-00077,FORN-0025,467259.01,1,True,Habilitado
EAP-2024-00077,FORN-0242,449356.17,2,False,Habilitado
EAP-2024-00077,FORN-0215,409609.03,3,False,Habilitado
EAP-2024-00077,FORN-0035,489940.24,4,False,Habilitado
EAP-2024-00077,FORN-0065,455062.08,5,False,Habilitado
EAP-2025-00078,FORN-0015,803246.92,1,True,Habilitado
EAP-2025-00078,FORN-0281,998953.47,2,False,Habilitado
EAP-2025-00078,FORN-0029,1024796.56,3,False,Habilitado
EAP-2025-00079,,136234.41,1,False,Habilitado
EAP-2025-00079,FORN-0080,137815.95,2,False,Habilitado
EAP-2025-00079,FORN-0068,121955.92,3,False,Inabilitado
EAP-2025-00079,FORN-0126,143075.25,4,False,Habilitado
EAP-2025-00079,FORN-0036,136907.17,5,False,Habilitado
EAP-2025-00079,FORN-0059,120273.15,6,False,Habilitado
EAP-2025-00079,FORN-0201,116432.58,7,False,Habilitado
EAP-2022-00080,FORN-0082,2661104.84,1,True,Habilitado
EAP-2022-00080,FORN-0126,3114584.26,2,False,Habilitado
EAP-2022-00080,FORN-0070,2955173.43,3,False,Habilitado
EAP-2022-00080,FORN-0078,3120693.39,4,False,Habilitado
EAP-2022-00080,FORN-0102,3250264.04,5,False,Inabilitado
EAP-2024-00081,FORN-0006,450486.49,1,True,Habilitado
EAP-2024-00081,FORN-0265,625308.41,2,False,Inabilitado
EAP-2024-00081,FORN-0146,479594.37,3,False,Habilitado
EAP-2024-00081,FORN-0263,541625.71,4,False,Habilitado
EAP-2024-00081,FORN-0189,490779.45,5,False,Habilitado
EAP-2024-00082,,361843.43,1,False,Habilitado
EAP-2024-00082,FORN-0099,384670.75,2,False,Habilitado
EAP-2022-00083,FORN-0271,2087246.27,1,True,Habilitado
EAP-2025-00084,FORN-0227,150397.56,1,True,Habilitado
EAP-2025-00084,FORN-0126,153817.44,2,False,Habilitado
EAP-2022-00085,FORN-0007,33778.45,1,True,Habilitado
EAP-2022-00085,FORN-0125,34016.59,2,False,Habilitado
EAP-2022-00085,FORN-0038,41577.44,3,False,Habilitado
EAP-2023-00086,FORN-0021,103686.08,1,True,Habilitado
EAP-2023-00086,FORN-0195,126433.41,2,False,Habilitado
EAP-2023-00086,FORN-0107,108535.59,3,False,Habilitado
EAP-2023-00086,FORN-0065,124690.66,4,False,Habilitado
EAP-2023-00086,FORN-0246,135718.77,5,False,Habilitado
EAP-2023-00086,FORN-0275,99507.75,6,False,Inabilitado
EAP-2023-00086,FORN-0133,120855.56,7,False,Habilitado
EAP-2023-00086,FORN-0053,116890.92,8,False,Habilitado
EAP-2023-00086,FORN-0252,118661.63,9,False,Habilitado
EAP-2023-00087,FORN-0017,282644.5,1,True,Habilitado
EAP-2023-00087,FORN-0049,286734.95,2,False,Habilitado
EAP-2023-00087,FORN-0051,292571.61,3,False,Habilitado
EAP-2025-00088,FORN-0037,145811.64,1,True,Habilitado
EAP-2025-00088,FORN-0181,198382.46,2,False,Habilitado
EAP-2025-00088,FORN-0084,195236.33,3,False,Habilitado
EAP-2025-00088,FORN-0220,207716.71,4,False,Habilitado
EAP-2023-00089,FORN-0004,121603.23,1,True,Inabilitado
EAP-2024-00090,FORN-0122,96850.06,1,True,Inabilitado
EAP-2024-00090,FORN-0033,131712.84,2,False,Habilitado
EAP-2024-00090,FORN-0074,126223.12,3,False,Habilitado
EAP-2024-00090,FORN-0250,122276.51,4,False,Habilitado
EAP-2024-00090,FORN-0094,115271.77,5,False,Inabilitado
EAP-2024-00090,FORN-0144,123054.67,6,False,Habilitado
EAP-2024-00090,FORN-0162,133456.15,7,False,Habilitado
EAP-2024-00091,FORN-0003,349457.29,1,True,Habilitado
EAP-2024-00091,FORN-0241,312240.2,2,False,Habilitado
EAP-2024-00091,FORN-0211,299303.84,3,False,Habilitado
EAP-2024-00091,FORN-0134,288476.52,4,False,Habilitado
EAP-2024-00091,FORN-0271,381486.75,5,False,Habilitado
EAP-2024-00092,,119563.87,1,False,Habilitado
EAP-2024-00092,FORN-0148,141252.72,2,False,Habilitado
EAP-2024-00092,FORN-0189,114885.58,3,False,Habilitado
EAP-2024-00092,FORN-0062,127355.54,4,False,Inabilitado
EAP-2024-00092,FORN-0012,106465.45,5,False,Habilitado
EAP-2024-00093,FORN-0006,206126.23,1,True,Inabilitado
EAP-2024-00093,FORN-0215,220679.19,2,False,Inabilitado
EAP-2024-00093,FORN-0168,291037.25,3,False,Habilitado
EAP-2024-00093,FORN-0197,302328.56,4,False,Habilitado
EAP-2024-00093,FORN-0274,229915.73,5,False,Inabilitado
EAP-2022-00094,FORN-0071,816844.87,1,True,Habilitado
EAP-2022-00094,FORN-0230,788781.21,2,False,Habilitado
EAP-2022-00094,FORN-0214,1005164.26,3,False,Habilitado
EAP-2022-00094,FORN-0253,1019441.68,4,False,Habilitado
EAP-2022-00094,FORN-0092,1007197.55,5,False,Habilitado
EAP-2025-00095,FORN-0155,591685.25,1,True,Habilitado
EAP-2025-00095,FORN-0132,673337.78,2,False,Habilitado
EAP-2025-00095,FORN-0138,638317.57,3,False,Habilitado
EAP-2025-00095,FORN-0071,582598.92,4,False,Inabilitado
EAP-2024-00096,FORN-0227,1194483.21,1,True,Habilitado
EAP-2024-00096,FORN-0003,1826722.28,2,False,Habilitado
EAP-2024-00096,FORN-0096,1784050.4,3,False,Inabilitado
EAP-2025-00097,,102867.88,1,False,Habilitado
EAP-2025-00097,FORN-0282,120541.97,2,False,Habilitado
EAP-2025-00097,FORN-0004,144301.93,3,False,Inabilitado
EAP-2025-00097,FORN-0147,101711.9,4,False,Habilitado
EAP-2025-00097,FORN-0177,130146.03,5,False,Inabilitado
EAP-2025-00097,FORN-0253,104119.59,6,False,Habilitado
EAP-2022-00098,,60247.57,1,False,Habilitado
EAP-2022-00098,FORN-0235,52969.86,2,False,Habilitado
EAP-2022-00098,FORN-0013,66304.88,3,False,Habilitado
EAP-2024-00099,,1268317.24,1,False,Habilitado
EAP-2024-00100,FORN-0018,118999.22,1,True,Habilitado
EAP-2022-00101,,81293.45,1,False,Habilitado
EAP-2022-00101,FORN-0125,74993.81,2,False,Habilitado
EAP-2022-00101,FORN-0099,87592.22,3,False,Habilitado
EAP-2023-00102,FORN-0031,72819.22,1,True,Habilitado
EAP-2023-00102,FORN-0291,66511.43,2,False,Habilitado
EAP-2023-00102,FORN-0139,74170.34,3,False,Habilitado
EAP-2023-00102,FORN-0163,81006.62,4,False,Habilitado
EAP-2023-00102,FORN-0033,68960.81,5,False,Habilitado
EAP-2023-00102,FORN-0203,93268.1,6,False,Habilitado
EAP-2023-00102,FORN-0250,93605.81,7,False,Habilitado
